CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13930,58,2,337.34,3,3,2,8,Regular
13931,96,2,1230.93,2,3,4,9,At Risk
13932,295,1,307.4,1,1,2,4,Hibernating
13933,109,2,608.79,2,3,3,8,At Risk
13934,264,1,922.1,1,1,4,6,Hibernating
13936,180,1,361.28,1,1,2,4,Hibernating
13937,169,1,158.85,2,1,1,4,Hibernating
13938,35,1,71.66,3,1,1,5,Regular
13939,23,3,556.75,4,3,3,10,Potential
13940,17,4,839.14,4,4,3,11,Loyal
13941,22,5,4912.41,4,4,5,13,High Value
13946,79,3,561.57,2,3,3,8,At Risk
13947,65,1,90.6,3,1,1,5,Regular
13948,361,1,102.0,1,1,1,3,Hibernating
13949,3,6,2427.32,5,5,5,15,High Value
13950,11,4,728.56,5,4,3,12,Loyal
13951,176,3,674.45,2,3,3,8,At Risk
13952,218,2,3246.09,1,3,5,9,At Risk
13953,7,7,3515.68,5,5,5,15,High Value
13954,2,2,378.59,5,3,2,10,Potential
13955,154,2,322.96,2,3,2,7,Regular
13956,5,5,1019.27,5,4,4,13,High Value
13959,79,3,594.04,2,3,3,8,At Risk
13960,21,2,230.22,4,3,1,8,Potential
13962,22,2,169.55,4,3,1,8,Potential
13963,308,4,664.54,1,4,3,8,At Risk
13967,146,1,80.7,2,1,1,4,Hibernating
13969,7,18,8956.92,5,5,5,15,High Value
13971,19,8,2702.22,4,5,5,14,High Value
13972,71,2,190.25,3,3,1,7,Regular
13973,287,1,264.7,1,1,2,4,Hibernating
13974,49,1,413.59,3,1,2,6,Regular
13975,31,6,2438.19,4,5,5,14,High Value
13976,207,1,357.98,1,1,2,4,Hibernating
13978,15,2,196.79,4,3,1,8,Potential
13979,73,1,869.87,2,1,3,6,Hibernating
13980,60,1,200.14,3,1,1,5,Regular
13982,39,4,1861.11,3,4,4,11,Loyal
13983,30,12,2590.46,4,5,5,14,High Value
13984,27,5,488.03,4,4,3,11,Loyal
13985,4,15,7024.53,5,5,5,15,High Value
13986,17,1,320.46,4,1,2,7,New
13988,20,6,4098.8,4,5,5,14,High Value
13989,66,2,1266.08,3,3,4,10,Regular
13990,213,1,311.3,1,1,2,4,Hibernating
13991,12,6,846.54,5,5,3,13,Loyal
13992,30,1,76.8,4,1,1,6,New
13993,43,9,3409.66,3,5,5,13,Loyal
13994,4,6,2274.14,5,5,5,15,High Value
13995,15,5,1383.49,4,4,4,12,High Value
13999,10,12,3865.26,5,5,5,15,High Value
14000,211,1,633.71,1,1,3,5,Hibernating
14001,46,3,2043.08,3,3,5,11,Regular
14002,134,2,529.73,2,3,3,8,At Risk
14004,43,7,4582.64,3,5,5,13,Loyal
14005,10,5,2874.72,5,4,5,14,High Value
14006,116,3,962.19,2,3,4,9,At Risk
14009,198,2,685.93,1,3,3,7,At Risk
14012,278,1,328.8,1,1,2,4,Hibernating
14013,110,3,473.02,2,3,3,8,At Risk
14014,77,1,505.18,2,1,3,6,Hibernating
14015,53,1,917.34,3,1,4,8,Regular
14016,162,4,4278.46,2,4,5,11,At Risk
14019,47,3,1398.96,3,3,4,10,Regular
14020,17,2,642.8,4,3,3,10,Potential
14021,155,3,631.9,2,3,3,8,At Risk
14022,225,1,440.0,1,1,2,4,Hibernating
14023,7,2,584.07,5,3,3,11,Potential
14024,122,2,327.7,2,3,2,7,Regular
14027,61,1,104.82,3,1,1,5,Regular
14029,63,2,467.66,3,3,2,8,Regular
14030,18,8,2358.84,4,5,5,14,High Value
14031,7,19,14698.91,5,5,5,15,High Value
14032,2,11,2929.84,5,5,5,15,High Value
14034,22,3,509.09,4,3,3,10,Potential
14035,29,5,1428.02,4,4,4,12,High Value
14036,285,1,626.65,1,1,3,5,Hibernating
14037,176,2,147.2,2,3,1,6,Regular
14038,78,3,1554.48,2,3,4,9,At Risk
14039,33,1,152.2,3,1,1,5,Regular
14040,41,12,3491.64,3,5,5,13,Loyal
14041,266,1,141.41,1,1,1,3,Hibernating
14044,27,4,646.42,4,4,3,11,Loyal
14045,109,4,1659.75,2,4,4,10,At Risk
14046,284,1,151.59,1,1,1,3,Hibernating
14047,9,5,1290.01,5,4,4,13,High Value
14048,305,1,375.13,1,1,2,4,Hibernating
14049,17,4,5536.15,4,4,5,13,High Value
14050,32,2,746.36,4,3,3,10,Potential
14051,1,23,15477.34,5,5,5,15,High Value
14052,20,1,225.36,4,1,1,6,New
14053,124,2,260.25,2,3,2,7,Regular
14054,65,1,92.46,3,1,1,5,Regular
14055,106,1,725.64,2,1,3,6,Hibernating
14056,1,23,8063.3,5,5,5,15,High Value
14057,24,17,6141.1,4,5,5,14,High Value
14059,267,1,183.6,1,1,1,3,Hibernating
14060,5,19,6135.38,5,5,5,15,High Value
14062,10,12,10464.85,5,5,5,15,High Value
14064,29,5,1168.92,4,4,4,12,High Value
14066,267,1,152.55,1,1,1,3,Hibernating
14067,64,2,374.7,3,3,2,8,Regular
14068,320,1,265.85,1,1,2,4,Hibernating
14071,4,8,1291.34,5,5,4,14,High Value
14073,32,1,139.54,4,1,1,6,New
14075,5,3,942.26,5,3,4,12,Potential
14076,129,1,118.67,2,1,1,4,Hibernating
14077,41,5,499.42,3,4,3,10,Loyal
14078,102,6,1049.37,2,5,4,11,At Risk
14079,125,1,375.1,2,1,2,5,Hibernating
14080,33,1,45.6,3,1,1,5,Regular
14081,302,2,891.77,1,3,3,7,At Risk
14082,365,1,182.25,1,1,1,3,Hibernating
14083,4,9,1002.9,5,5,4,14,High Value
14085,2,18,4408.54,5,5,5,15,High Value
14087,3,1,178.72,5,1,1,7,New
14088,10,13,50415.49,5,5,5,15,High Value
14089,57,1,158.75,3,1,1,5,Regular
14090,325,1,76.32,1,1,1,3,Hibernating
14092,8,14,4063.1,5,5,5,15,High Value
14093,12,1,433.86,5,1,2,8,New
14096,4,17,53258.43,5,5,5,15,High Value
14098,37,1,147.35,3,1,1,5,Regular
14099,16,11,3092.97,4,5,5,14,High Value
14100,138,1,191.95,2,1,1,4,Hibernating
14101,74,6,5976.79,2,5,5,12,At Risk
14102,5,5,1060.33,5,4,4,13,High Value
14104,155,2,216.21,2,3,1,6,Regular
14105,239,1,1260.33,1,1,4,6,Hibernating
14107,52,7,2688.48,3,5,5,13,Loyal
14108,31,2,594.16,4,3,3,10,Potential
14109,73,1,80.2,2,1,1,4,Hibernating
14110,4,12,5669.65,5,5,5,15,High Value
14111,14,4,688.6,4,4,3,11,Loyal
14112,23,7,2774.17,4,5,5,14,High Value
14113,4,4,1377.92,5,4,4,13,High Value
14114,274,2,386.53,1,3,2,6,Regular
14116,20,5,1382.74,4,4,4,12,High Value
14117,144,1,90.0,2,1,1,4,Hibernating
14121,4,4,2740.3,5,4,5,14,High Value
14124,84,1,419.58,2,1,2,5,Hibernating
14125,11,3,2720.63,5,3,5,13,Potential
14126,8,3,643.63,5,3,3,11,Potential
14127,123,3,709.71,2,3,3,8,At Risk
14128,61,2,637.5,3,3,3,9,Regular
14129,2,5,1123.86,5,4,4,13,High Value
14130,319,1,480.91,1,1,3,5,Hibernating
14132,2,11,3580.13,5,5,5,15,High Value
14133,130,3,590.34,2,3,3,8,At Risk
14135,2,15,4690.31,5,5,5,15,High Value
14138,2,2,965.88,5,3,4,12,Potential
14139,46,1,415.82,3,1,2,6,Regular
14140,4,2,920.05,5,3,4,12,Potential
14141,3,4,879.03,5,4,3,12,Loyal
14142,373,1,311.81,1,1,2,4,Hibernating
14143,134,1,115.8,2,1,1,4,Hibernating
14145,47,4,3148.2,3,4,5,12,Loyal
14146,9,5,2949.57,5,4,5,14,High Value
14147,78,2,468.4,2,3,2,7,Regular
14148,234,1,157.2,1,1,1,3,Hibernating
14149,221,1,259.43,1,1,2,4,Hibernating
14150,36,2,658.64,3,3,3,9,Regular
14152,75,2,611.09,2,3,3,8,At Risk
14154,239,2,1345.62,1,3,4,8,At Risk
14155,266,1,118.75,1,1,1,3,Hibernating
14156,10,54,113685.77,5,5,5,15,High Value
14157,20,2,392.44,4,3,2,9,Potential
14158,40,1,507.66,3,1,3,7,Regular
14159,20,11,4613.27,4,5,5,14,High Value
14161,216,3,1097.62,1,3,4,8,At Risk
14162,174,2,289.36,2,3,2,7,Regular
14163,87,4,2445.91,2,4,5,11,At Risk
14164,71,2,1631.77,3,3,4,10,Regular
14165,276,1,120.44,1,1,1,3,Hibernating
14167,39,4,562.59,3,4,3,10,Loyal
14171,98,1,363.79,2,1,2,5,Hibernating
14173,11,4,450.84,5,4,2,11,Loyal
14174,33,1,134.46,3,1,1,5,Regular
14175,60,3,3108.06,3,3,5,11,Regular
14176,297,4,574.0,1,4,3,8,At Risk
14177,86,4,544.51,2,4,3,9,At Risk
14178,9,7,1580.26,5,5,4,14,High Value
14179,41,2,701.57,3,3,3,9,Regular
14180,11,25,4640.77,5,5,5,15,High Value
14184,67,1,452.89,3,1,2,6,Regular
14185,331,1,197.65,1,1,1,3,Hibernating
14188,31,6,2018.91,4,5,5,14,High Value
14189,2,15,4604.31,5,5,5,15,High Value
14191,2,13,4660.01,5,5,5,15,High Value
14193,68,2,853.39,3,3,3,9,Regular
14194,5,21,11216.75,5,5,5,15,High Value
14195,202,2,962.7,1,3,4,8,At Risk
14196,107,1,335.52,2,1,2,5,Hibernating
14198,18,4,663.5,4,4,3,11,Loyal
14199,218,1,185.4,1,1,1,3,Hibernating
14201,60,7,688.04,3,5,3,11,Loyal
14204,2,1,150.61,5,1,1,7,New
14205,17,2,228.5,4,3,1,8,Potential
14206,239,1,308.26,1,1,2,4,Hibernating
14208,95,1,151.74,2,1,1,4,Hibernating
14209,11,6,2067.13,5,5,5,15,High Value
14210,106,6,1900.89,2,5,4,11,At Risk
14211,53,9,2208.3,3,5,5,13,Loyal
14212,90,1,1070.48,2,1,4,7,Hibernating
14214,31,5,1000.23,4,4,4,12,High Value
14215,12,6,1777.92,5,5,4,14,High Value
14216,3,4,1839.3,5,4,4,13,High Value
14217,2,17,1925.36,5,5,4,14,High Value
14218,43,1,169.48,3,1,1,5,Regular
14219,4,1,89.94,5,1,1,7,New
14220,247,2,632.4,1,3,3,7,At Risk
14221,42,9,3427.85,3,5,5,13,Loyal
14222,177,1,683.17,2,1,3,6,Hibernating
14223,92,3,975.23,2,3,4,9,At Risk
14224,110,4,1009.73,2,4,4,10,At Risk
14226,29,5,2184.24,4,4,5,13,High Value
14227,26,10,3315.71,4,5,5,14,High Value
14229,52,3,1450.6,3,3,4,10,Regular
14231,184,3,822.06,1,3,3,7,At Risk
14232,43,5,2043.93,3,4,5,12,Loyal
14233,49,4,1447.51,3,4,4,11,Loyal
14234,22,4,754.12,4,4,3,11,Loyal
14235,75,5,3093.86,2,4,5,11,At Risk
14236,81,2,490.86,2,3,3,8,At Risk
14237,373,1,161.0,1,1,1,3,Hibernating
14238,326,1,146.85,1,1,1,3,Hibernating
14239,43,11,2323.5,3,5,5,13,Loyal
14240,30,2,890.34,4,3,3,10,Potential
14241,184,1,213.7,1,1,1,3,Hibernating
14242,235,2,280.55,1,3,2,6,Regular
14243,9,10,2535.88,5,5,5,15,High Value
14245,220,2,1677.48,1,3,4,8,At Risk
14246,111,3,1474.06,2,3,4,9,At Risk
14247,278,1,136.77,1,1,1,3,Hibernating
14248,318,1,302.58,1,1,2,4,Hibernating
14250,7,3,1904.05,5,3,4,12,Potential
14251,2,5,2879.7,5,4,5,14,High Value
14256,260,2,935.06,1,3,4,8,At Risk
14257,64,5,3087.27,3,4,5,12,Loyal
14258,9,9,12650.08,5,5,5,15,High Value
14259,142,1,120.0,2,1,1,4,Hibernating
14261,51,2,1163.45,3,3,4,10,Regular
14262,8,8,2618.23,5,5,5,15,High Value
14264,155,2,319.47,2,3,2,7,Regular
14265,109,2,530.18,2,3,3,8,At Risk
14267,163,3,1279.09,2,3,4,9,At Risk
14270,332,1,492.65,1,1,3,5,Hibernating
14271,226,1,112.32,1,1,1,3,Hibernating
14272,74,2,437.96,2,3,2,7,Regular
14273,51,4,559.97,3,4,3,10,Loyal
14276,99,3,1019.39,2,3,4,9,At Risk
14277,15,3,3892.8,4,3,5,12,Potential
14280,197,1,134.04,1,1,1,3,Hibernating
14282,3,15,3701.44,5,5,5,15,High Value
14284,31,2,578.45,4,3,3,10,Potential
14285,21,4,1910.01,4,4,4,12,High Value
14286,24,3,4595.81,4,3,5,12,Potential
14287,8,3,156.23,5,3,1,9,Potential
14288,213,1,413.85,1,1,2,4,Hibernating
14289,9,6,911.26,5,5,4,14,High Value
14290,11,5,2307.45,5,4,5,14,High Value
14291,2,11,3873.3,5,5,5,15,High Value
14292,8,9,4819.33,5,5,5,15,High Value
14293,3,4,1046.56,5,4,4,13,High Value
14295,40,1,157.7,3,1,1,5,Regular
14297,18,4,1290.48,4,4,4,12,High Value
14298,8,44,50862.44,5,5,5,15,High Value
14299,8,9,2855.35,5,5,5,15,High Value
14300,19,1,43.2,4,1,1,6,New
14301,117,1,632.04,2,1,3,6,Hibernating
14304,223,1,197.1,1,1,1,3,Hibernating
14305,71,3,1803.76,3,3,4,10,Regular
14306,51,2,2083.42,3,3,5,11,Regular
14307,89,6,2995.72,2,5,5,12,At Risk
14309,8,9,2319.68,5,5,5,15,High Value
14311,243,1,229.71,1,1,1,3,Hibernating
14312,47,6,1611.59,3,5,4,12,Loyal
14314,107,1,120.0,2,1,1,4,Hibernating
14315,45,6,2456.98,3,5,5,13,Loyal
14317,65,1,508.58,3,1,3,7,Regular
14320,207,2,343.11,1,3,2,6,Regular
14321,11,5,1530.75,5,4,4,13,High Value
14323,115,2,574.26,2,3,3,8,At Risk
14326,242,1,166.85,1,1,1,3,Hibernating
14327,163,1,311.65,2,1,2,5,Hibernating
14329,17,7,4889.14,4,5,5,14,High Value
14331,124,2,462.66,2,3,2,7,Regular
14332,23,3,840.21,4,3,3,10,Potential
14333,68,1,351.45,3,1,2,6,Regular
14334,17,8,2539.46,4,5,5,14,High Value
14335,16,2,454.86,4,3,2,9,Potential
14336,17,4,1614.91,4,4,4,12,High Value
14338,161,2,554.22,2,3,3,8,At Risk
14339,243,1,293.73,1,1,2,4,Hibernating
14340,219,1,134.7,1,1,1,3,Hibernating
14341,45,8,2151.08,3,5,5,13,Loyal
14342,21,4,608.71,4,4,3,11,Loyal
14344,127,8,889.93,2,5,3,10,At Risk
14345,39,1,108.98,3,1,1,5,Regular
14346,121,2,1021.58,2,3,4,9,At Risk
14348,260,1,409.57,1,1,2,4,Hibernating
14349,10,1,133.5,5,1,1,7,New
14350,274,1,258.7,1,1,2,4,Hibernating
14351,165,1,51.0,2,1,1,4,Hibernating
14352,157,4,1078.96,2,4,4,10,At Risk
14353,215,1,90.6,1,1,1,3,Hibernating
14354,6,2,163.62,5,3,1,9,Potential
14355,366,1,174.4,1,1,1,3,Hibernating
14356,80,2,666.94,2,3,3,8,At Risk
14357,43,1,225.12,3,1,1,5,Regular
14359,19,3,882.58,4,3,3,10,Potential
14360,32,4,2118.03,4,4,5,13,High Value
14362,22,1,151.5,4,1,1,6,New
14364,109,8,3717.35,2,5,5,12,At Risk
14367,8,16,9134.12,5,5,5,15,High Value
14368,320,1,155.0,1,1,1,3,Hibernating
14371,295,1,100.5,1,1,1,3,Hibernating
14373,358,1,76.55,1,1,1,3,Hibernating
14375,185,1,235.56,1,1,1,3,Hibernating
14377,191,2,617.05,1,3,3,7,At Risk
14379,44,2,348.1,3,3,2,8,Regular
14381,52,1,202.68,3,1,1,5,Regular
14382,26,1,615.49,4,1,3,8,New
14383,38,3,1247.69,3,3,4,10,Regular
14385,9,3,202.11,5,3,1,9,Potential
14386,297,1,142.4,1,1,1,3,Hibernating
14387,33,3,1727.6,3,3,4,10,Regular
14388,10,8,3172.04,5,5,5,15,High Value
14389,65,2,999.72,3,3,4,10,Regular
14390,10,9,4582.22,5,5,5,15,High Value
14393,218,1,67.95,1,1,1,3,Hibernating
14395,2,9,3444.11,5,5,5,15,High Value
14396,65,2,487.99,3,3,3,9,Regular
14397,3,19,2556.68,5,5,5,15,High Value
14400,149,1,559.7,2,1,3,6,Hibernating
14401,4,13,4039.98,5,5,5,15,High Value
14403,130,4,1426.31,2,4,4,10,At Risk
14404,34,6,1409.72,3,5,4,12,Loyal
14406,119,1,156.75,2,1,1,4,Hibernating
14407,107,5,2096.08,2,4,5,11,At Risk
14408,11,7,2599.03,5,5,5,15,High Value
14409,71,6,1908.25,3,5,4,12,Loyal
14410,92,9,587.45,2,5,3,10,At Risk
14411,311,1,1063.0,1,1,4,6,Hibernating
14412,43,2,761.33,3,3,3,9,Regular
14413,362,1,121.05,1,1,1,3,Hibernating
14414,92,7,1485.13,2,5,4,11,At Risk
14415,1,13,5766.85,5,5,5,15,High Value
14416,22,2,490.22,4,3,3,10,Potential
14418,4,3,1937.25,5,3,4,12,Potential
14419,11,6,1051.79,5,5,4,14,High Value
14420,99,1,385.87,2,1,2,5,Hibernating
14421,57,2,813.11,3,3,3,9,Regular
14422,1,6,4263.64,5,5,5,15,High Value
14423,218,1,265.2,1,1,2,4,Hibernating
14424,18,1,322.08,4,1,2,7,New
14426,24,10,3918.9,4,5,5,14,High Value
14427,50,2,363.34,3,3,2,8,Regular
14428,7,5,1209.37,5,4,4,13,High Value
14431,303,1,423.26,1,1,2,4,Hibernating
14432,10,6,2248.5,5,5,5,15,High Value
14434,22,6,1372.8,4,5,4,13,High Value
14436,99,1,89.06,2,1,1,4,Hibernating
14437,366,1,63.0,1,1,1,3,Hibernating
14438,306,1,131.9,1,1,1,3,Hibernating
14439,320,1,2661.24,1,1,5,7,Hibernating
14440,8,5,2357.68,5,4,5,14,High Value
14441,1,4,1545.14,5,4,4,13,High Value
14442,205,2,1544.62,1,3,4,8,At Risk
14443,54,4,1400.88,3,4,4,11,Loyal
14446,1,4,1005.55,5,4,4,13,High Value
14447,19,5,1163.23,4,4,4,12,High Value
14448,9,2,375.35,5,3,2,10,Potential
14449,19,4,885.8,4,4,3,11,Loyal
14450,181,3,483.25,1,3,3,7,At Risk
14451,60,2,643.9,3,3,3,9,Regular
14452,11,2,259.05,5,3,2,10,Potential
14453,190,1,119.93,1,1,1,3,Hibernating
14456,5,9,3000.8,5,5,5,15,High Value
14457,311,1,113.64,1,1,1,3,Hibernating
14459,155,1,1837.92,2,1,4,7,Hibernating
14460,110,3,383.34,2,3,2,7,Regular
14461,148,3,2102.67,2,3,5,10,At Risk
14462,66,11,1942.45,3,5,4,12,Loyal
14463,98,3,529.62,2,3,3,8,At Risk
14465,247,3,1038.44,1,3,4,8,At Risk
14466,29,7,2272.4,4,5,5,14,High Value
14467,18,4,596.26,4,4,3,11,Loyal
14470,12,2,461.19,5,3,2,10,Potential
14472,104,8,1852.67,2,5,4,11,At Risk
14473,74,2,234.34,2,3,1,6,Regular
14474,46,1,537.71,3,1,3,7,Regular
14475,72,3,799.82,2,3,3,8,At Risk
14476,257,1,193.0,1,1,1,3,Hibernating
14477,20,4,1307.81,4,4,4,12,High Value
14479,254,2,316.25,1,3,2,6,Regular
14480,11,1,279.05,5,1,2,8,New
14481,165,2,636.51,2,3,3,8,At Risk
14482,18,6,2022.81,4,5,5,14,High Value
14483,282,1,129.2,1,1,1,3,Hibernating
14484,50,1,321.92,3,1,2,6,Regular
14485,39,1,162.8,3,1,1,5,Regular
14487,27,6,1152.73,4,5,4,13,High Value
14488,68,1,1047.43,3,1,4,8,Regular
14489,207,1,463.38,1,1,2,4,Hibernating
14491,175,2,340.93,2,3,2,7,Regular
14493,7,5,2362.84,5,4,5,14,High Value
14494,26,1,139.56,4,1,1,6,New
14495,51,2,123.8,3,3,1,7,Regular
14496,312,2,538.81,1,3,3,7,At Risk
14497,309,1,457.47,1,1,2,4,Hibernating
14498,43,5,1957.32,3,4,4,11,Loyal
14499,26,3,808.44,4,3,3,10,Potential
14500,88,3,356.85,2,3,2,7,Regular
14501,184,2,190.31,1,3,1,5,Regular
14502,20,11,2307.14,4,5,5,14,High Value
14503,3,6,3543.26,5,5,5,15,High Value
14504,47,4,673.26,3,4,3,10,Loyal
14505,17,8,5772.49,4,5,5,14,High Value
14506,17,5,1960.65,4,4,4,12,High Value
14507,24,6,1352.88,4,5,4,13,High Value
14508,22,2,268.05,4,3,2,9,Potential
14511,11,5,1267.41,5,4,4,13,High Value
14512,188,2,275.28,1,3,2,6,Regular
14513,101,3,438.49,2,3,2,7,Regular
14514,61,3,990.2,3,3,4,10,Regular
14515,18,6,2076.89,4,5,5,14,High Value
14517,33,2,330.45,3,3,2,8,Regular
14518,64,1,174.37,3,1,1,5,Regular
14520,2,2,270.6,5,3,2,10,Potential
14522,24,4,974.54,4,4,4,12,High Value
14523,108,1,241.09,2,1,1,4,Hibernating
14524,32,9,1843.83,4,5,4,13,High Value
14525,20,9,4150.07,4,5,5,14,High Value
14527,3,55,8477.53,5,5,5,15,High Value
14528,37,1,364.22,3,1,2,6,Regular
14529,60,3,578.61,3,3,3,9,Regular
14530,26,6,2862.11,4,5,5,14,High Value
14532,236,4,932.85,1,4,4,9,At Risk
14533,25,7,1812.62,4,5,4,13,High Value
14534,3,18,4023.95,5,5,5,15,High Value
14535,60,3,2831.74,3,3,5,11,Regular
14536,260,1,170.95,1,1,1,3,Hibernating
14537,58,1,355.56,3,1,2,6,Regular
14538,65,2,388.25,3,3,2,8,Regular
14539,16,2,537.48,4,3,3,10,Potential
14540,10,3,952.66,5,3,4,12,Potential
14541,59,8,1453.35,3,5,4,12,Loyal
14542,186,1,103.25,1,1,1,3,Hibernating
14543,29,16,2945.22,4,5,5,14,High Value
14544,24,2,2004.3,4,3,5,12,Potential
14546,5,5,2482.86,5,4,5,14,High Value
14547,4,8,3953.95,5,5,5,15,High Value
14548,151,2,652.8,2,3,3,8,At Risk
14549,311,1,289.24,1,1,2,4,Hibernating
14550,11,2,757.37,5,3,3,11,Potential
14551,18,2,186.23,4,3,1,8,Potential
14552,152,1,164.22,2,1,1,4,Hibernating
14553,19,5,859.27,4,4,3,11,Loyal
14554,10,4,2279.49,5,4,5,14,High Value
14555,57,2,312.54,3,3,2,8,Regular
14560,7,22,2174.18,5,5,5,15,High Value
14561,76,3,1080.76,2,3,4,9,At Risk
14562,4,18,4682.92,5,5,5,15,High Value
14565,96,4,2923.77,2,4,5,11,At Risk
14566,111,1,1432.0,2,1,4,7,Hibernating
14567,57,2,1524.46,3,3,4,10,Regular
14569,1,1,227.39,5,1,1,7,New
14570,281,2,217.21,1,3,1,5,Regular
14572,3,7,2775.39,5,5,5,15,High Value
14573,180,9,1590.12,1,5,4,10,At Risk
14576,372,1,35.4,1,1,1,3,Hibernating
14577,13,4,859.71,5,4,3,12,Loyal
14578,3,1,168.63,5,1,1,7,New
14581,17,1,138.6,4,1,1,6,New
14582,41,1,114.11,3,1,1,5,Regular
14583,6,5,986.96,5,4,4,13,High Value
14584,169,4,1020.06,2,4,4,10,At Risk
14585,50,1,157.05,3,1,1,5,Regular
14586,277,1,134.16,1,1,1,3,Hibernating
14587,19,9,1577.39,4,5,4,13,High Value
14589,372,1,39.75,1,1,1,3,Hibernating
14591,15,4,1320.21,4,4,4,12,High Value
14592,35,3,557.94,3,3,3,9,Regular
14593,22,3,617.15,4,3,3,10,Potential
14594,7,2,363.33,5,3,2,10,Potential
14595,20,6,1740.6,4,5,4,13,High Value
14597,11,2,866.24,5,3,3,11,Potential
14598,44,1,221.97,3,1,1,5,Regular
14600,306,1,393.33,1,1,2,4,Hibernating
14601,11,1,213.96,5,1,1,7,New
14603,275,1,660.0,1,1,3,5,Hibernating
14606,1,90,11486.6,5,5,5,15,High Value
14607,16,12,9793.1,4,5,5,14,High Value
14608,4,4,1785.15,5,4,4,13,High Value
14609,72,4,601.56,2,4,3,9,At Risk
14616,243,3,406.08,1,3,2,6,Regular
14618,9,3,538.59,5,3,3,11,Potential
14619,246,1,379.51,1,1,2,4,Hibernating
14620,206,2,393.28,1,3,2,6,Regular
14621,1,5,1765.76,5,4,4,13,High Value
14622,185,1,320.58,1,1,2,4,Hibernating
14623,32,5,862.12,4,4,3,11,Loyal
14624,57,2,225.85,3,3,1,7,Regular
14625,196,2,848.48,1,3,3,7,At Risk
14626,24,4,2757.07,4,4,5,13,High Value
14628,91,2,671.96,2,3,3,8,At Risk
14629,4,2,935.46,5,3,4,12,Potential
14631,51,3,1006.98,3,3,4,10,Regular
14632,263,1,114.56,1,1,1,3,Hibernating
14633,266,1,344.9,1,1,2,4,Hibernating
14636,36,2,609.85,3,3,3,9,Regular
14638,51,1,443.6,3,1,2,6,Regular
14639,52,6,2952.34,3,5,5,13,Loyal
14640,24,6,2024.45,4,5,5,14,High Value
14641,22,1,110.46,4,1,1,6,New
14642,59,1,96.12,3,1,1,5,Regular
14643,170,2,668.61,2,3,3,8,At Risk
14644,68,2,780.46,3,3,3,9,Regular
14645,157,2,597.09,2,3,3,8,At Risk
14646,2,72,278778.02,5,5,5,15,High Value
14647,201,1,236.04,1,1,1,3,Hibernating
14649,5,4,1402.59,5,4,4,13,High Value
14651,67,2,653.75,3,3,3,9,Regular
14652,77,1,114.18,2,1,1,4,Hibernating
14653,1,7,1916.7,5,5,4,14,High Value
14655,8,4,1930.15,5,4,4,13,High Value
14656,169,2,291.05,2,3,2,7,Regular
14657,18,4,838.27,4,4,3,11,Loyal
14658,5,2,247.15,5,3,2,10,Potential
14659,9,9,2456.53,5,5,5,15,High Value
14660,87,2,285.74,2,3,2,7,Regular
14661,27,1,107.95,4,1,1,6,New
14662,29,4,741.37,4,4,3,11,Loyal
14664,20,2,636.24,4,3,3,10,Potential
14665,61,5,1258.38,3,4,4,11,Loyal
14666,24,1,179.95,4,1,1,6,New
14667,11,25,9160.79,5,5,5,15,High Value
14669,242,3,1259.24,1,3,4,8,At Risk
14670,280,2,392.86,1,3,2,6,Regular
14672,235,2,765.55,1,3,3,7,At Risk
14673,3,5,1736.4,5,4,4,13,High Value
14675,16,1,596.36,4,1,3,8,New
14676,31,6,2543.24,4,5,5,14,High Value
14680,25,16,26932.34,4,5,5,14,High Value
14681,71,3,498.95,3,3,3,9,Regular
14682,188,2,52.0,1,3,1,5,Regular
14684,26,5,1201.51,4,4,4,12,High Value
14687,107,1,628.38,2,1,3,6,Hibernating
14688,8,21,5055.61,5,5,5,15,High Value
14689,209,1,112.8,1,1,1,3,Hibernating
14690,44,2,341.96,3,3,2,8,Regular
14691,31,5,2114.33,4,4,5,13,High Value
14692,137,4,582.05,2,4,3,9,At Risk
14693,265,1,172.9,1,1,1,3,Hibernating
14696,4,7,2070.97,5,5,5,15,High Value
14697,218,2,188.61,1,3,1,5,Regular
14698,2,5,1217.27,5,4,4,13,High Value
14699,214,1,109.13,1,1,1,3,Hibernating
14700,32,3,2195.1,4,3,5,12,Potential
14701,11,9,2462.94,5,5,5,15,High Value
14702,1,17,3210.29,5,5,5,15,High Value
14703,15,1,318.17,4,1,2,7,New
14704,20,7,1461.62,4,5,4,13,High Value
14705,199,1,179.0,1,1,1,3,Hibernating
14708,3,3,1096.67,5,3,4,12,Potential
14709,15,13,4911.14,4,5,5,14,High Value
14710,14,4,599.48,4,4,3,11,Loyal
14711,10,11,2809.02,5,5,5,15,High Value
14712,29,3,917.07,4,3,4,11,Potential
14713,9,11,2660.1,5,5,5,15,High Value
14714,24,1,160.19,4,1,1,6,New
14715,25,4,867.38,4,4,3,11,Loyal
14716,43,2,307.51,3,3,2,8,Regular
14719,2,5,1571.89,5,4,4,13,High Value
14720,6,3,663.81,5,3,3,11,Potential
14722,147,1,180.42,2,1,1,4,Hibernating
14723,10,6,1120.66,5,5,4,14,High Value
14725,25,1,655.58,4,1,3,8,New
14727,274,1,268.58,1,1,2,4,Hibernating
14729,374,1,313.49,1,1,2,4,Hibernating
14730,1,8,1897.57,5,5,4,14,High Value
